Partner ID,Week Start,Active_Days,Consistency Bonus,Month
1400246,2019-04-08,1,0,2019-04
1400246,2019-04-22,1,0,2019-04
1400587,2018-12-31,2,0,2018-12
1400587,2019-01-14,7,10,2019-01
1400587,2019-01-21,2,0,2019-01
1400695,2019-01-21,1,0,2019-01
1400814,2019-01-21,1,0,2019-01
1400814,2019-01-28,1,0,2019-01
1401807,2018-12-31,6,10,2018-12
1401807,2019-01-07,7,10,2019-01
1401807,2019-01-14,7,10,2019-01
1401807,2019-01-21,3,0,2019-01
1401807,2019-01-28,4,0,2019-01
1401807,2019-02-25,1,0,2019-02
1401807,2019-03-04,1,0,2019-03
1401807,2019-03-11,6,10,2019-03
1401807,2019-03-18,4,0,2019-03
1401807,2019-03-25,4,0,2019-03
1401807,2019-04-01,4,0,2019-04
1401807,2019-04-08,5,10,2019-04
1401807,2019-04-15,6,10,2019-04
1401807,2019-04-22,3,0,2019-04
1401807,2019-04-29,2,0,2019-04
1401969,2019-01-07,5,10,2019-01
1401969,2019-01-14,6,10,2019-01
1401969,2019-01-21,4,0,2019-01
1401969,2019-01-28,6,10,2019-01
1401969,2019-02-04,6,10,2019-02
1401969,2019-02-11,5,10,2019-02
1401969,2019-02-18,5,10,2019-02
1401969,2019-03-18,6,10,2019-03
1401969,2019-03-25,5,10,2019-03
1401969,2019-04-01,6,10,2019-04
1401969,2019-04-08,6,10,2019-04
1401969,2019-04-15,1,0,2019-04
1402173,2018-12-31,4,0,2018-12
1402173,2019-01-07,5,10,2019-01
1402173,2019-01-21,1,0,2019-01
1402173,2019-02-25,1,0,2019-02
1402173,2019-03-11,3,0,2019-03
1402173,2019-03-18,2,0,2019-03
1402173,2019-03-25,1,0,2019-03
1402173,2019-04-01,5,10,2019-04
1402173,2019-04-15,3,0,2019-04
1402173,2019-04-22,2,0,2019-04
1403161,2018-12-31,6,10,2018-12
1403161,2019-01-07,2,0,2019-01
1403161,2019-01-14,5,10,2019-01
1403161,2019-01-21,5,10,2019-01
1403161,2019-01-28,4,0,2019-01
1403161,2019-02-11,7,10,2019-02
1403161,2019-02-18,5,10,2019-02
1403161,2019-02-25,5,10,2019-02
1403161,2019-03-04,7,10,2019-03
1403161,2019-03-11,4,0,2019-03
1403161,2019-03-18,2,0,2019-03
1403161,2019-03-25,2,0,2019-03
1403325,2019-01-14,2,0,2019-01
1410172,2019-01-07,4,0,2019-01
1410172,2019-01-14,6,10,2019-01
1410172,2019-01-21,6,10,2019-01
1410172,2019-01-28,7,10,2019-01
1410172,2019-02-04,1,0,2019-02
1410197,2018-12-31,1,0,2018-12
1410197,2019-01-07,3,0,2019-01
1410197,2019-01-14,5,10,2019-01
1410197,2019-01-21,2,0,2019-01
1410197,2019-01-28,5,10,2019-01
1410197,2019-02-04,5,10,2019-02
1410197,2019-02-11,3,0,2019-02
1410197,2019-02-18,4,0,2019-02
1410197,2019-02-25,5,10,2019-02
1410197,2019-03-04,5,10,2019-03
1410197,2019-03-11,5,10,2019-03
1410197,2019-03-25,3,0,2019-03
1410197,2019-04-01,5,10,2019-04
1410197,2019-04-08,5,10,2019-04
1410197,2019-04-15,4,0,2019-04
1410197,2019-04-22,5,10,2019-04
1410197,2019-04-29,1,0,2019-04
1410346,2018-12-31,3,0,2018-12
1410346,2019-01-07,4,0,2019-01
1410346,2019-01-14,2,0,2019-01
1410625,2018-12-31,6,10,2018-12
1410625,2019-01-07,6,10,2019-01
1410625,2019-01-14,7,10,2019-01
1410625,2019-01-21,3,0,2019-01
1410886,2019-01-07,4,0,2019-01
1410886,2019-01-14,7,10,2019-01
1410886,2019-01-21,5,10,2019-01
1415631,2018-12-31,4,0,2018-12
1415631,2019-01-07,4,0,2019-01
1415658,2019-01-07,1,0,2019-01
1415960,2019-01-14,3,0,2019-01
1415960,2019-01-21,1,0,2019-01
1415960,2019-01-28,2,0,2019-01
1415960,2019-03-11,1,0,2019-03
1415960,2019-03-18,1,0,2019-03
1415960,2019-03-25,1,0,2019-03
1415960,2019-04-01,1,0,2019-04
1415960,2019-04-08,2,0,2019-04
1415960,2019-04-15,4,0,2019-04
1417454,2018-12-31,2,0,2018-12
1417454,2019-01-07,2,0,2019-01
1417695,2019-01-07,2,0,2019-01
1417695,2019-01-14,7,10,2019-01
1417695,2019-01-21,1,0,2019-01
1418422,2019-01-07,1,0,2019-01
1418422,2019-01-28,1,0,2019-01
1418422,2019-02-04,1,0,2019-02
1418422,2019-02-11,5,10,2019-02
1418422,2019-02-18,1,0,2019-02
1418653,2019-01-07,1,0,2019-01
1418728,2019-01-07,2,0,2019-01
1418728,2019-01-14,5,10,2019-01
1418728,2019-01-21,3,0,2019-01
1419031,2019-01-14,1,0,2019-01
1419031,2019-01-21,1,0,2019-01
1419303,2019-01-14,7,10,2019-01
1419303,2019-01-21,6,10,2019-01
1419303,2019-01-28,6,10,2019-01
1419303,2019-02-04,7,10,2019-02
1419303,2019-02-11,7,10,2019-02
1419303,2019-02-18,7,10,2019-02
1419303,2019-02-25,2,0,2019-02
1419303,2019-04-08,2,0,2019-04
1419303,2019-04-15,1,0,2019-04
1419312,2018-12-31,5,10,2018-12
1419312,2019-01-07,6,10,2019-01
1419312,2019-01-14,7,10,2019-01
1419312,2019-01-21,5,10,2019-01
1419312,2019-01-28,7,10,2019-01
1419312,2019-02-04,3,0,2019-02
1419312,2019-02-11,4,0,2019-02
1419312,2019-02-18,6,10,2019-02
1419312,2019-02-25,7,10,2019-02
1419312,2019-03-04,7,10,2019-03
1419312,2019-03-11,7,10,2019-03
1419312,2019-03-18,4,0,2019-03
1419312,2019-03-25,1,0,2019-03
1419312,2019-04-15,2,0,2019-04
1419312,2019-04-22,6,10,2019-04
1419312,2019-04-29,2,0,2019-04
1419374,2018-12-31,6,10,2018-12
1419374,2019-01-07,7,10,2019-01
1419374,2019-01-14,6,10,2019-01
1419374,2019-01-21,6,10,2019-01
1419374,2019-01-28,6,10,2019-01
1419374,2019-02-04,7,10,2019-02
1419374,2019-02-11,7,10,2019-02
1419374,2019-02-18,7,10,2019-02
1419374,2019-02-25,2,0,2019-02
1419374,2019-03-04,6,10,2019-03
1419374,2019-03-11,7,10,2019-03
1419374,2019-03-18,4,0,2019-03
1419438,2018-12-31,6,10,2018-12
1419438,2019-01-07,7,10,2019-01
1419438,2019-01-14,2,0,2019-01
1419491,2018-12-31,5,10,2018-12
1419491,2019-01-07,5,10,2019-01
1419491,2019-01-14,1,0,2019-01
1419860,2018-12-31,2,0,2018-12
1419860,2019-01-07,7,10,2019-01
1419860,2019-01-14,7,10,2019-01
1419860,2019-01-21,1,0,2019-01
1419860,2019-02-04,3,0,2019-02
1419860,2019-02-11,7,10,2019-02
1419860,2019-02-18,6,10,2019-02
1419860,2019-03-11,6,10,2019-03
1419860,2019-03-18,7,10,2019-03
1419860,2019-03-25,7,10,2019-03
1419860,2019-04-15,1,0,2019-04
1420015,2019-04-08,5,10,2019-04
1420015,2019-04-15,7,10,2019-04
1420015,2019-04-22,5,10,2019-04
1420015,2019-04-29,2,0,2019-04
1420114,2019-01-14,4,0,2019-01
1420114,2019-01-21,1,0,2019-01
1420114,2019-01-28,2,0,2019-01
1420114,2019-02-11,1,0,2019-02
1420182,2019-01-07,2,0,2019-01
1427801,2018-12-31,5,10,2018-12
1427801,2019-01-07,7,10,2019-01
1427801,2019-01-14,7,10,2019-01
1427801,2019-01-21,4,0,2019-01
1427891,2019-01-07,1,0,2019-01
1427891,2019-01-14,1,0,2019-01
1427891,2019-01-21,6,10,2019-01
1427891,2019-01-28,1,0,2019-01
1428425,2018-12-31,5,10,2018-12
1428425,2019-01-07,7,10,2019-01
1428425,2019-01-14,4,0,2019-01
1428480,2019-01-14,1,0,2019-01
1428480,2019-01-21,6,10,2019-01
1428480,2019-01-28,1,0,2019-01
1428480,2019-02-04,2,0,2019-02
1428480,2019-02-11,5,10,2019-02
1428480,2019-02-18,2,0,2019-02
1428480,2019-02-25,3,0,2019-02
1428480,2019-03-04,6,10,2019-03
1428480,2019-03-18,3,0,2019-03
1428480,2019-03-25,4,0,2019-03
1428480,2019-04-01,4,0,2019-04
1428557,2019-03-04,3,0,2019-03
1428557,2019-03-11,7,10,2019-03
1428557,2019-03-18,7,10,2019-03
1428557,2019-03-25,7,10,2019-03
1428557,2019-04-01,5,10,2019-04
1428557,2019-04-08,1,0,2019-04
1428617,2019-01-07,1,0,2019-01
1428617,2019-01-14,2,0,2019-01
1428706,2019-03-18,2,0,2019-03
1428706,2019-03-25,4,0,2019-03
1428706,2019-04-01,1,0,2019-04
1428730,2019-02-11,1,0,2019-02
1428730,2019-02-18,1,0,2019-02
1429019,2019-01-14,6,10,2019-01
1429019,2019-01-21,4,0,2019-01
1429091,2019-01-28,1,0,2019-01
1429091,2019-04-01,2,0,2019-04
1429091,2019-04-08,3,0,2019-04
1429091,2019-04-22,1,0,2019-04
1429295,2018-12-31,6,10,2018-12
1429295,2019-01-07,4,0,2019-01
1429295,2019-01-14,7,10,2019-01
1429295,2019-01-21,5,10,2019-01
1429295,2019-01-28,4,0,2019-01
1429295,2019-02-04,1,0,2019-02
1429474,2019-01-28,1,0,2019-01
1429474,2019-04-15,1,0,2019-04
1429474,2019-04-29,1,0,2019-04
1437050,2019-01-28,5,10,2019-01
1437050,2019-02-04,2,0,2019-02
1437050,2019-02-18,3,0,2019-02
1437130,2018-12-31,2,0,2018-12
1437130,2019-01-07,7,10,2019-01
1437130,2019-01-14,6,10,2019-01
1437130,2019-01-21,5,10,2019-01
1437130,2019-01-28,6,10,2019-01
1437130,2019-02-04,7,10,2019-02
1437130,2019-02-11,7,10,2019-02
1437130,2019-02-18,7,10,2019-02
1437130,2019-02-25,2,0,2019-02
1437533,2018-12-31,6,10,2018-12
1437533,2019-01-07,7,10,2019-01
1437533,2019-01-14,2,0,2019-01
1437610,2019-01-14,4,0,2019-01
1437610,2019-01-21,6,10,2019-01
1437610,2019-01-28,5,10,2019-01
1437610,2019-02-04,6,10,2019-02
1437610,2019-02-11,7,10,2019-02
1437610,2019-02-18,7,10,2019-02
1437610,2019-02-25,2,0,2019-02
1437706,2018-12-31,5,10,2018-12
1437706,2019-01-07,7,10,2019-01
1437706,2019-01-14,7,10,2019-01
1437706,2019-01-21,5,10,2019-01
1437706,2019-01-28,1,0,2019-01
1437706,2019-02-04,5,10,2019-02
1437706,2019-02-11,7,10,2019-02
1437706,2019-02-18,7,10,2019-02
1437706,2019-02-25,2,0,2019-02
1437706,2019-03-18,3,0,2019-03
1437706,2019-03-25,2,0,2019-03
1437706,2019-04-01,2,0,2019-04
1437706,2019-04-08,2,0,2019-04
1437706,2019-04-15,5,10,2019-04
1437706,2019-04-22,6,10,2019-04
1437706,2019-04-29,1,0,2019-04
1437763,2019-01-14,1,0,2019-01
1437763,2019-01-21,2,0,2019-01
1437763,2019-01-28,5,10,2019-01
1437763,2019-02-04,2,0,2019-02
1437763,2019-02-11,1,0,2019-02
1437763,2019-02-25,2,0,2019-02
1437763,2019-03-04,4,0,2019-03
1437763,2019-03-11,1,0,2019-03
1438166,2019-01-07,2,0,2019-01
1438166,2019-01-14,7,10,2019-01
1438166,2019-01-21,6,10,2019-01
1438166,2019-01-28,5,10,2019-01
1438166,2019-02-04,1,0,2019-02
1438166,2019-02-11,7,10,2019-02
1438166,2019-02-18,6,10,2019-02
1438166,2019-02-25,3,0,2019-02
1438166,2019-03-04,6,10,2019-03
1438166,2019-03-11,6,10,2019-03
1438166,2019-03-18,2,0,2019-03
1438166,2019-03-25,6,10,2019-03
1438166,2019-04-01,6,10,2019-04
1438166,2019-04-08,2,0,2019-04
1438166,2019-04-15,4,0,2019-04
1438166,2019-04-22,6,10,2019-04
1438166,2019-04-29,1,0,2019-04
1467218,2018-12-31,1,0,2018-12
1467442,2018-12-31,1,0,2018-12
1467442,2019-03-25,1,0,2019-03
1467926,2019-01-28,1,0,2019-01
1468432,2018-12-31,1,0,2018-12
1468432,2019-02-18,1,0,2019-02
1468432,2019-02-25,1,0,2019-02
1468432,2019-03-04,2,0,2019-03
1468432,2019-03-11,5,10,2019-03
1468432,2019-03-18,4,0,2019-03
1468432,2019-03-25,5,10,2019-03
1468432,2019-04-15,3,0,2019-04
1468432,2019-04-22,7,10,2019-04
1468432,2019-04-29,2,0,2019-04
1469161,2019-01-14,2,0,2019-01
1469248,2019-01-14,1,0,2019-01
1469248,2019-01-21,6,10,2019-01
1469248,2019-01-28,7,10,2019-01
1469248,2019-02-04,6,10,2019-02
1469248,2019-02-11,6,10,2019-02
1469248,2019-02-18,7,10,2019-02
1469248,2019-02-25,7,10,2019-02
1469248,2019-03-04,7,10,2019-03
1469248,2019-03-11,7,10,2019-03
1469248,2019-03-18,5,10,2019-03
1469248,2019-03-25,7,10,2019-03
1469248,2019-04-01,7,10,2019-04
1469248,2019-04-08,7,10,2019-04
1469248,2019-04-15,7,10,2019-04
1469248,2019-04-22,7,10,2019-04
1469248,2019-04-29,2,0,2019-04
1469259,2019-01-21,1,0,2019-01
1469565,2019-01-14,1,0,2019-01
1469947,2019-03-04,7,10,2019-03
1469947,2019-03-11,5,10,2019-03
1469947,2019-03-18,5,10,2019-03
1469947,2019-03-25,7,10,2019-03
1469947,2019-04-01,7,10,2019-04
1469947,2019-04-08,5,10,2019-04
1469947,2019-04-15,2,0,2019-04
1469947,2019-04-22,6,10,2019-04
1469947,2019-04-29,1,0,2019-04
1477098,2018-12-31,6,10,2018-12
1477098,2019-01-07,5,10,2019-01
1477098,2019-01-14,7,10,2019-01
1477098,2019-01-21,5,10,2019-01
1477098,2019-01-28,6,10,2019-01
1477098,2019-02-04,6,10,2019-02
1477098,2019-02-11,5,10,2019-02
1477098,2019-02-18,6,10,2019-02
1477098,2019-02-25,6,10,2019-02
1477098,2019-03-04,4,0,2019-03
1477098,2019-03-11,5,10,2019-03
1477098,2019-03-18,6,10,2019-03
1477098,2019-03-25,6,10,2019-03
1477098,2019-04-01,4,0,2019-04
1477098,2019-04-08,4,0,2019-04
1477098,2019-04-15,5,10,2019-04
1477098,2019-04-22,7,10,2019-04
1477098,2019-04-29,2,0,2019-04
1488138,2019-01-07,6,10,2019-01
1488138,2019-01-14,4,0,2019-01
1488138,2019-01-21,3,0,2019-01
1488138,2019-01-28,2,0,2019-01
1488138,2019-02-04,2,0,2019-02
1488138,2019-02-11,3,0,2019-02
1488138,2019-02-18,3,0,2019-02
1488138,2019-02-25,4,0,2019-02
1488138,2019-03-04,2,0,2019-03
1488138,2019-03-11,4,0,2019-03
1488138,2019-03-18,1,0,2019-03
1488180,2019-03-25,1,0,2019-03
1488450,2019-03-25,1,0,2019-03
1488450,2019-04-01,4,0,2019-04
1488450,2019-04-08,7,10,2019-04
1488450,2019-04-15,7,10,2019-04
1488450,2019-04-22,7,10,2019-04
1488450,2019-04-29,1,0,2019-04
1488526,2018-12-31,2,0,2018-12
1488526,2019-01-07,4,0,2019-01
1488526,2019-01-14,1,0,2019-01
1488526,2019-01-28,2,0,2019-01
1488752,2019-04-15,3,0,2019-04
1488752,2019-04-22,7,10,2019-04
1488752,2019-04-29,1,0,2019-04
1488979,2018-12-31,6,10,2018-12
1488979,2019-01-07,6,10,2019-01
1488979,2019-01-14,5,10,2019-01
1488979,2019-01-21,5,10,2019-01
1488979,2019-01-28,2,0,2019-01
1488979,2019-03-04,6,10,2019-03
1488979,2019-03-11,6,10,2019-03
1488979,2019-03-18,6,10,2019-03
1488979,2019-03-25,7,10,2019-03
1488979,2019-04-01,7,10,2019-04
1488979,2019-04-08,7,10,2019-04
1488979,2019-04-15,7,10,2019-04
1488979,2019-04-22,7,10,2019-04
1488979,2019-04-29,2,0,2019-04
1489262,2018-12-31,2,0,2018-12
1489262,2019-01-07,2,0,2019-01
1489262,2019-01-14,5,10,2019-01
1489262,2019-01-21,4,0,2019-01
1489262,2019-01-28,6,10,2019-01
1489262,2019-02-04,6,10,2019-02
1489262,2019-02-11,4,0,2019-02
1489262,2019-02-18,6,10,2019-02
1489262,2019-02-25,4,0,2019-02
1489262,2019-03-11,6,10,2019-03
1489262,2019-03-18,2,0,2019-03
1489262,2019-03-25,7,10,2019-03
1489262,2019-04-01,4,0,2019-04
1489262,2019-04-08,5,10,2019-04
1489262,2019-04-15,4,0,2019-04
1489262,2019-04-22,6,10,2019-04
1490303,2019-01-14,1,0,2019-01
1490303,2019-01-21,1,0,2019-01
1490437,2018-12-31,5,10,2018-12
1490437,2019-01-07,6,10,2019-01
1490437,2019-01-14,6,10,2019-01
1490437,2019-01-21,2,0,2019-01
1498682,2019-02-04,1,0,2019-02
1498682,2019-02-11,5,10,2019-02
1498682,2019-02-18,3,0,2019-02
1498682,2019-02-25,6,10,2019-02
1498682,2019-03-04,7,10,2019-03
1498682,2019-03-11,7,10,2019-03
1498682,2019-03-18,7,10,2019-03
1498682,2019-03-25,2,0,2019-03
1498682,2019-04-15,1,0,2019-04
1498682,2019-04-22,7,10,2019-04
1498682,2019-04-29,2,0,2019-04
1499303,2018-12-31,5,10,2018-12
1499303,2019-01-07,2,0,2019-01
1500531,2019-02-25,1,0,2019-02
1502392,2018-12-31,5,10,2018-12
1502392,2019-01-07,4,0,2019-01
1502900,2019-01-07,1,0,2019-01
1502900,2019-01-14,3,0,2019-01
1511161,2019-01-14,2,0,2019-01
1511161,2019-03-18,1,0,2019-03
1511876,2019-01-14,6,10,2019-01
1512535,2018-12-31,4,0,2018-12
1512535,2019-01-07,6,10,2019-01
1512535,2019-01-14,7,10,2019-01
1512535,2019-01-21,4,0,2019-01
1512535,2019-04-01,4,0,2019-04
1512535,2019-04-08,5,10,2019-04
1558504,2018-12-31,1,0,2018-12
1558504,2019-01-14,1,0,2019-01
1558504,2019-03-18,1,0,2019-03
1558504,2019-03-25,4,0,2019-03
1559469,2018-12-31,4,0,2018-12
1559469,2019-01-07,7,10,2019-01
1559469,2019-01-14,5,10,2019-01
1559469,2019-01-21,3,0,2019-01
1559469,2019-01-28,7,10,2019-01
1559469,2019-02-04,6,10,2019-02
1559469,2019-02-11,4,0,2019-02
1559469,2019-02-18,6,10,2019-02
1559469,2019-02-25,3,0,2019-02
1559469,2019-03-04,7,10,2019-03
1559469,2019-03-11,7,10,2019-03
1559469,2019-03-18,5,10,2019-03
1559469,2019-03-25,7,10,2019-03
1559469,2019-04-01,7,10,2019-04
1559469,2019-04-08,7,10,2019-04
1559469,2019-04-15,6,10,2019-04
1559469,2019-04-22,1,0,2019-04
1562993,2019-01-21,1,0,2019-01
1562993,2019-01-28,5,10,2019-01
1562993,2019-02-04,6,10,2019-02
1562993,2019-02-11,5,10,2019-02
1562993,2019-02-18,5,10,2019-02
1562993,2019-02-25,5,10,2019-02
1562993,2019-03-04,6,10,2019-03
1562993,2019-03-11,6,10,2019-03
1562993,2019-03-18,5,10,2019-03
1562993,2019-03-25,6,10,2019-03
1562993,2019-04-01,5,10,2019-04
1562993,2019-04-08,5,10,2019-04
1562993,2019-04-15,3,0,2019-04
1562993,2019-04-22,6,10,2019-04
1562993,2019-04-29,2,0,2019-04
1575192,2018-12-31,2,0,2018-12
1575192,2019-01-07,3,0,2019-01
1575192,2019-01-14,1,0,2019-01
1575288,2019-01-07,1,0,2019-01
1575539,2019-01-14,2,0,2019-01
1575539,2019-01-21,4,0,2019-01
1575539,2019-02-11,1,0,2019-02
1575539,2019-04-22,2,0,2019-04
1575539,2019-04-29,1,0,2019-04
1576137,2018-12-31,5,10,2018-12
1576137,2019-01-07,1,0,2019-01
1576266,2018-12-31,3,0,2018-12
1576266,2019-01-07,3,0,2019-01
1592549,2019-01-28,3,0,2019-01
1592937,2018-12-31,3,0,2018-12
1592937,2019-01-07,2,0,2019-01
1592937,2019-01-14,1,0,2019-01
1593163,2019-01-14,1,0,2019-01
1593163,2019-01-28,2,0,2019-01
1593163,2019-02-11,3,0,2019-02
1593163,2019-02-18,2,0,2019-02
1593163,2019-02-25,2,0,2019-02
1593163,2019-03-04,4,0,2019-03
1593163,2019-03-11,1,0,2019-03
1593163,2019-03-18,3,0,2019-03
1593163,2019-03-25,7,10,2019-03
1593163,2019-04-01,2,0,2019-04
1593163,2019-04-08,4,0,2019-04
1593411,2018-12-31,6,10,2018-12
1593411,2019-01-07,7,10,2019-01
1593411,2019-01-14,6,10,2019-01
1593411,2019-01-21,7,10,2019-01
1593411,2019-01-28,6,10,2019-01
1593411,2019-02-04,7,10,2019-02
1593411,2019-02-11,5,10,2019-02
1593411,2019-02-18,7,10,2019-02
1593411,2019-02-25,6,10,2019-02
1593411,2019-03-04,6,10,2019-03
1593411,2019-03-11,5,10,2019-03
1593411,2019-03-18,2,0,2019-03
1593411,2019-03-25,5,10,2019-03
1593411,2019-04-01,1,0,2019-04
1593411,2019-04-08,2,0,2019-04
1593411,2019-04-15,4,0,2019-04
1593411,2019-04-22,1,0,2019-04
1593411,2019-04-29,1,0,2019-04
1593438,2018-12-31,1,0,2018-12
1593438,2019-01-07,1,0,2019-01
1593729,2018-12-31,3,0,2018-12
1593729,2019-01-07,7,10,2019-01
1593729,2019-01-14,3,0,2019-01
1593777,2018-12-31,3,0,2018-12
1593777,2019-01-07,1,0,2019-01
1594092,2019-02-18,2,0,2019-02
1594092,2019-02-25,3,0,2019-02
1594092,2019-03-04,2,0,2019-03
1594092,2019-03-18,1,0,2019-03
1595169,2019-02-18,1,0,2019-02
1595169,2019-03-11,1,0,2019-03
1595169,2019-03-25,2,0,2019-03
1595169,2019-04-01,4,0,2019-04
1595169,2019-04-08,2,0,2019-04
1595720,2019-03-25,6,10,2019-03
1595720,2019-04-01,2,0,2019-04
1595720,2019-04-08,7,10,2019-04
1595720,2019-04-15,5,10,2019-04
1595788,2018-12-31,6,10,2018-12
1595788,2019-01-07,4,0,2019-01
1595788,2019-01-14,6,10,2019-01
1595977,2019-01-07,1,0,2019-01
1596289,2018-12-31,6,10,2018-12
1596289,2019-01-07,7,10,2019-01
1596289,2019-01-14,6,10,2019-01
1596289,2019-01-21,5,10,2019-01
1596289,2019-01-28,6,10,2019-01
1596289,2019-02-04,6,10,2019-02
1596289,2019-02-11,3,0,2019-02
1596289,2019-02-18,5,10,2019-02
1596289,2019-02-25,5,10,2019-02
1596289,2019-03-04,5,10,2019-03
1596289,2019-03-11,4,0,2019-03
1596289,2019-03-18,3,0,2019-03
1596289,2019-03-25,5,10,2019-03
1596289,2019-04-01,5,10,2019-04
1596289,2019-04-08,5,10,2019-04
1596289,2019-04-15,3,0,2019-04
1596289,2019-04-22,5,10,2019-04
1596289,2019-04-29,1,0,2019-04
1596326,2018-12-31,3,0,2018-12
1596326,2019-01-07,3,0,2019-01
1596326,2019-01-14,2,0,2019-01
1596326,2019-01-21,4,0,2019-01
1596326,2019-02-04,1,0,2019-02
1596326,2019-02-11,2,0,2019-02
1596326,2019-02-18,2,0,2019-02
1596326,2019-02-25,4,0,2019-02
1596326,2019-03-04,2,0,2019-03
1596326,2019-03-11,5,10,2019-03
1596326,2019-03-18,2,0,2019-03
1596326,2019-03-25,1,0,2019-03
1596326,2019-04-01,3,0,2019-04
1596326,2019-04-08,5,10,2019-04
1596326,2019-04-15,4,0,2019-04
1596326,2019-04-22,5,10,2019-04
1596326,2019-04-29,2,0,2019-04
1605644,2018-12-31,5,10,2018-12
1605644,2019-01-07,5,10,2019-01
1605644,2019-01-14,6,10,2019-01
1605644,2019-01-21,5,10,2019-01
1605735,2018-12-31,2,0,2018-12
1605735,2019-01-07,1,0,2019-01
1605735,2019-01-14,1,0,2019-01
1605796,2018-12-31,5,10,2018-12
1605796,2019-01-07,5,10,2019-01
1605961,2019-01-28,2,0,2019-01
1605985,2019-01-14,2,0,2019-01
1605985,2019-01-21,4,0,2019-01
1607172,2019-04-22,5,10,2019-04
1607172,2019-04-29,1,0,2019-04
1609379,2019-01-07,4,0,2019-01
1609379,2019-01-14,2,0,2019-01
1610144,2018-12-31,2,0,2018-12
1610144,2019-01-07,6,10,2019-01
1610144,2019-01-21,5,10,2019-01
1610144,2019-02-04,1,0,2019-02
1610513,2019-01-21,2,0,2019-01
1610513,2019-01-28,2,0,2019-01
1610513,2019-03-25,4,0,2019-03
1610513,2019-04-01,7,10,2019-04
1610513,2019-04-08,6,10,2019-04
1610513,2019-04-15,2,0,2019-04
1610513,2019-04-22,7,10,2019-04
1610513,2019-04-29,2,0,2019-04
1611022,2018-12-31,2,0,2018-12
1611022,2019-01-07,4,0,2019-01
1611022,2019-01-14,5,10,2019-01
1611022,2019-01-21,3,0,2019-01
1611022,2019-01-28,2,0,2019-01
1611022,2019-02-04,2,0,2019-02
1611022,2019-02-11,4,0,2019-02
1611022,2019-02-18,5,10,2019-02
1611022,2019-02-25,2,0,2019-02
1611022,2019-03-04,5,10,2019-03
1611022,2019-03-11,6,10,2019-03
1611022,2019-03-18,3,0,2019-03
1611022,2019-03-25,7,10,2019-03
1611022,2019-04-01,6,10,2019-04
1611022,2019-04-08,7,10,2019-04
1611022,2019-04-15,6,10,2019-04
1611022,2019-04-22,7,10,2019-04
1611022,2019-04-29,2,0,2019-04
1611067,2018-12-31,3,0,2018-12
1611067,2019-01-07,5,10,2019-01
1611067,2019-01-14,3,0,2019-01
1611067,2019-01-21,1,0,2019-01
1611067,2019-01-28,2,0,2019-01
1611067,2019-02-18,2,0,2019-02
1611067,2019-02-25,5,10,2019-02
1611067,2019-03-04,7,10,2019-03
1611067,2019-03-11,6,10,2019-03
1611067,2019-03-18,7,10,2019-03
1611067,2019-03-25,7,10,2019-03
1611067,2019-04-01,4,0,2019-04
1611067,2019-04-08,7,10,2019-04
1611067,2019-04-15,7,10,2019-04
1611067,2019-04-22,7,10,2019-04
1611073,2018-12-31,4,0,2018-12
1611073,2019-01-07,4,0,2019-01
1611073,2019-01-14,3,0,2019-01
1611073,2019-01-21,1,0,2019-01
1611073,2019-02-04,2,0,2019-02
1611073,2019-02-11,1,0,2019-02
1611073,2019-02-18,2,0,2019-02
1611073,2019-02-25,4,0,2019-02
1611073,2019-03-04,3,0,2019-03
1611073,2019-03-11,6,10,2019-03
1611073,2019-03-18,5,10,2019-03
1611073,2019-03-25,5,10,2019-03
1611073,2019-04-01,7,10,2019-04
1611073,2019-04-08,6,10,2019-04
1611073,2019-04-15,5,10,2019-04
1611073,2019-04-22,4,0,2019-04
1611073,2019-04-29,1,0,2019-04
1620525,2018-12-31,2,0,2018-12
1620525,2019-01-07,3,0,2019-01
1620525,2019-01-14,2,0,2019-01
1620525,2019-01-21,3,0,2019-01
1620525,2019-01-28,2,0,2019-01
1620525,2019-02-04,5,10,2019-02
1620525,2019-02-11,5,10,2019-02
1620525,2019-03-18,2,0,2019-03
1620525,2019-04-29,1,0,2019-04
1621092,2018-12-31,1,0,2018-12
1621092,2019-01-07,2,0,2019-01
1621092,2019-03-04,1,0,2019-03
1621405,2018-12-31,4,0,2018-12
1621405,2019-01-07,7,10,2019-01
1621405,2019-01-14,4,0,2019-01
1621405,2019-01-21,6,10,2019-01
1621405,2019-01-28,5,10,2019-01
1621405,2019-02-04,3,0,2019-02
1621405,2019-02-11,1,0,2019-02
1621405,2019-03-11,3,0,2019-03
1621405,2019-03-18,5,10,2019-03
1621405,2019-03-25,1,0,2019-03
1621405,2019-04-01,3,0,2019-04
1621405,2019-04-08,5,10,2019-04
1621405,2019-04-15,3,0,2019-04
1621405,2019-04-22,5,10,2019-04
1621405,2019-04-29,1,0,2019-04
1621719,2018-12-31,6,10,2018-12
1621719,2019-01-07,7,10,2019-01
1621719,2019-01-14,7,10,2019-01
1621719,2019-01-21,6,10,2019-01
1621719,2019-01-28,5,10,2019-01
1621719,2019-02-04,7,10,2019-02
1621719,2019-02-11,6,10,2019-02
1621719,2019-02-18,7,10,2019-02
1621719,2019-02-25,2,0,2019-02
1621719,2019-03-04,3,0,2019-03
